-0.790644, 0.558437
-0.911885, -0.652435
-0.045509, -0.761831
1.09946, -0.482506
-1.00287, 0.179675
0.252124, 0.784135
-0.699068, -0.406888
-1.30501, 1.08331
0.436994, -0.623079
0.657597, -0.68051
-0.279403, 0.841294
0.777549, -1.12697
1.09955, -0.739879
1.25617, -0.797982
-1.07415, -0.803203
0.6335, 1.20354
0.826355, -1.05123
0.43548, 1.05708
-0.9796, -0.984761
-1.30333, -0.424245
0.440165, -0.829484
0.556907, 0.828724
1.14174, -0.595772
0.580542, -0.596939
0.729254, 0.736486
-0.96618, 0.994762
0.822206, -0.954904
0.809428, 0.731553
0.632156, -0.507952
0.715154, -0.776785
0.86809, 0.546399
-0.858068, 0.390769
0.527586, 0.690862
-0.700338, -0.927694
0.823, -0.0742854
0.612439, 0.207938
-0.204342, 1.0352
0.333445, 0.735808
0.888591, 1.06041
0.824961, 0.814136
1.16009, -0.793372
0.444619, 0.594558
0.292629, 0.570416
-0.731235, 1.12867
0.609185, -0.986715
0.553083, -1.09429
-0.599766, -0.879552
1.06463, -0.333081
0.787538, 0.604231
0.486516, 0.875129
1.01627, 0.715654
-0.291385, -0.562449
0.889608, 0.861063
0.160217, -1.22314
0.367104, -1.09414
-0.935415, 0.527043
-0.807621, 0.271937
0.660304, 0.973698
0.841184, 0.68472
-1.3013, -0.923673
-0.666502, 0.671638
0.536788, -1.11882
-0.635774, -0.889567
0.406743, 1.06116
-0.554777, 1.07979
-0.501052, 0.0758605
-0.709576, -0.56393
-0.981093, 1.2022
0.698157, 0.647239
-0.284065, 0.647177
1.17961, 0.610364
0.48094, -0.727685
0.328496, 1.52815
0.763651, -0.51315
0.904383, 0.810423
0.60514, 0.662713
-0.959697, 0.805735
-0.557365, 0.928546
-1.09995, -0.956434
-0.888785, 0.806237
0.865004, -0.627921
0.944336, -0.529467
-0.880763, -0.103404
0.777819, 1.29192
0.799989, 0.631128
-0.839146, -0.917685
-0.896353, -0.625616
0.624096, 0.574361
-0.607551, 0.623
1.18784, 0.845973
-0.493229, -0.78654
0.793426, 0.47869
-0.727237, 0.565808
0.599899, -1.02666
1.15012, -0.771437
0.973407, 0.522855
0.591934, 0.628962
0.821133, 0.068305
-1.53083, -0.413633
0.725681, 0.729298
-0.693968, 0.80368
-0.276132, -0.983055
0.757266, 1.1077
-0.00952041, -0.498947
0.636135, 0.676533
0.776593, -0.738777
0.110705, -0.886658
0.723677, -0.368808
-1.152, 0.770775
0.7579, -0.719475
-0.887173, 0.819776
0.361154, -0.30205
-0.32321, -0.58065
-0.585413, -0.821031
-0.938962, -0.741839
-0.308716, 0.290896
-0.442017, 0.359555
0.453874, 0.706385
0.957984, 0.162291
0.392797, 1.21377
0.542824, -0.0493719
0.628201, -0.356814
-0.500242, -1.11102
-0.970019, -0.841081
-0.319211, 1.0193
-0.855737, -0.352373
0.739242, -0.744978
-0.494684, 0.773624
-0.71095, 0.537199
0.668218, -1.07758
0.357466, -0.573158
-0.79408, -0.419455
0.657067, -0.700729
1.0518, 0.506188
0.781181, 0.182977
-0.62813, 0.43011
-0.941081, -0.933978
0.535882, -1.04404
1.27035, -0.203791
0.840255, 0.444829
-0.805002, 0.493596
0.437483, 0.766735
0.364353, -0.718684
0.1681, 1.24034
0.861204, 0.745932
-1.167, 0.833415
1.21417, -0.525972
-1.16506, 0.837674
0.854686, 0.664562
0.695817, -0.560299
-0.628939, 0.51241
-1.09487, -0.783303
-0.72733, -0.606911
-0.362332, -0.699859
0.954576, 0.832095
0.383854, 0.292987
0.351374, 1.09611
0.263955, 0.867762
-0.751636, 0.238267
-1.09238, 0.799412
-0.822991, -0.679712
-0.720878, 0.853502
0.290293, -1.01839
-0.835894, -0.543666
-0.548624, 0.568467
-0.761934, -0.428869
-0.866052, -0.632388
-1.09448, -0.662035
-0.500666, 0.388274
1.03612, 1.36659
-0.118077, 0.689408
0.640603, -0.545651
-0.485582, 0.820453
-0.800146, -0.346459
0.379053, -0.687742
-0.464798, 0.389666
-0.494563, 0.505057
-0.387137, 0.867387
-0.459745, 0.00209863
0.563834, -0.525578
0.704577, 0.638924
-0.849577, -0.923357
-0.964095, 0.579791
0.568661, -0.540306
0.473524, -1.02255
-0.447204, -0.964362
0.585067, -0.907684
-0.807055, -0.583146
-0.465474, 0.80156
-0.153032, -0.677839
0.801727, -0.732362
-1.00862, -0.781471
-1.05803, 0.0676191
-0.804151, 0.438894
-0.975546, 0.702869
-0.619865, 0.699845
0.583588, 0.715024
0.520896, 0.400929
-0.950226, -0.711424
1.5268, -0.838039
-0.977847, 0.307204
-0.544537, -0.737745
-1.03496, -1.05292
1.09463, -0.525855
0.958875, 1.04824
-0.671547, 0.680783
-1.02748, 0.854265
0.416706, -0.510957
0.0908783, -0.401513
0.373019, 0.567995
0.69477, 0.535392
0.495608, 0.420437
-0.582535, 0.581295
-0.763415, 1.00412
-0.438455, -0.611648
-0.579963, 0.039407
0.783595, -0.251601
-0.889355, -0.772968
-0.816491, 1.02252
0.613346, -0.930332
-1.09284, 0.872235
0.679354, -0.457443
0.176435, 0.65955
0.359705, -0.840768
-0.784297, -0.615088
0.75222, 1.12917
